Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4443,US-2016-111290,22-07-2016,26-07-2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,,,48185,,OFF-AR-10001761,Office Supplies,Art,,29.2,5,0,10.512
4444,US-2016-111290,22-07-2016,26-07-2016,Standard Class,DK-13375,Dennis Kane,Consumer,United States,,,48185,,OFF-PA-10002262,Office Supplies,Paper,,32.4,5,0,15.552
4445,US-2014-147704,16-11-2014,21-11-2014,Standard Class,SR-20740,Steven Roelle,Home Office,United States,,,47401,,OFF-EN-10004483,Office Supplies,Envelopes,,78.35,5,0,36.8245
4446,US-2014-147704,16-11-2014,21-11-2014,Standard Class,SR-20740,Steven Roelle,Home Office,United States,,,47401,,OFF-PA-10003270,Office Supplies,Paper,,31.68,6,0,14.256
4447,US-2014-147704,16-11-2014,21-11-2014,Standard Class,SR-20740,Steven Roelle,Home Office,United States,,,47401,,OFF-BI-10001634,Office Supplies,Binders,,29.12,4,0,14.2688
4448,US-2014-147704,16-11-2014,21-11-2014,Standard Class,SR-20740,Steven Roelle,Home Office,United States,,,47401,,OFF-ST-10000675,Office Supplies,Storage,,169.45,5,0,42.3625
4449,CA-2015-121965,19-06-2015,23-06-2015,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,,,90032,,FUR-FU-10000732,Furniture,Furnishings,,12.56,2,0,4.0192
4450,CA-2015-121965,19-06-2015,23-06-2015,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,,,90032,,OFF-PA-10004355,Office Supplies,Paper,,6.48,1,0,3.1104
4451,CA-2015-121965,19-06-2015,23-06-2015,Standard Class,LH-17155,Logan Haushalter,Consumer,United States,,,90032,,OFF-EN-10000056,Office Supplies,Envelopes,,186.69,3,0,87.7443
4452,CA-2016-147137,04-07-2016,07-06-2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,,,94109,,FUR-FU-10000221,Furniture,Furnishings,,25.4,5,0,8.636
4453,CA-2016-147137,04-07-2016,07-06-2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,,,94109,,OFF-EN-10003567,Office Supplies,Envelopes,,43.96,2,0,20.6612
4454,CA-2016-147137,04-07-2016,07-06-2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,,,94109,,FUR-BO-10001811,Furniture,Bookcases,,1279.165,5,0.15,225.735
4455,CA-2016-147137,04-07-2016,07-06-2016,First Class,AA-10645,Anna Andreadi,Consumer,United States,,,94109,,OFF-ST-10002486,Office Supplies,Storage,,27.92,4,0,0.5584
4456,US-2015-146745,03-09-2015,09-08-2015,Standard Class,AS-10630,Ann Steele,Home Office,United States,,,94110,,FUR-CH-10002372,Furniture,Chairs,,129.568,2,0.2,-12.9568
4457,US-2015-146745,03-09-2015,09-08-2015,Standard Class,AS-10630,Ann Steele,Home Office,United States,,,94110,,OFF-BI-10003274,Office Supplies,Binders,,6.368,2,0.2,2.1492
4458,CA-2017-115175,07-08-2017,08-12-2017,Standard Class,MC-17575,Matt Collins,Consumer,United States,,,95123,,OFF-PA-10001878,Office Supplies,Paper,,244.55,5,0,114.9385
4459,CA-2017-105851,13-03-2017,20-03-2017,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,,,80219,,OFF-SU-10002881,Office Supplies,Supplies,,1332.496,2,0.2,-299.8116
4460,US-2017-125717,28-09-2017,10-01-2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,,,80013,,FUR-FU-10001979,Furniture,Furnishings,,32.776,1,0.2,3.2776
4461,US-2017-125717,28-09-2017,10-01-2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,,,80013,,OFF-ST-10001522,Office Supplies,Storage,,147.184,2,0.2,-29.4368
4462,US-2017-125717,28-09-2017,10-01-2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,,,80013,,TEC-AC-10003657,Technology,Accessories,,54.384,2,0.2,1.3596
4463,US-2017-125717,28-09-2017,10-01-2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,,,80013,,OFF-BI-10001718,Office Supplies,Binders,,76.776,4,0.7,-58.8616
4464,US-2017-125717,28-09-2017,10-01-2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,,,80013,,OFF-PA-10003022,Office Supplies,Paper,,14.352,3,0.2,5.2026
4465,US-2017-125717,28-09-2017,10-01-2017,First Class,DS-13030,Darrin Sayre,Home Office,United States,,,80013,,OFF-AP-10000891,Office Supplies,Appliances,,209.792,2,0.2,26.224
4466,CA-2015-163895,07-08-2015,08-11-2015,Standard Class,NS-18640,Noel Staavos,Corporate,United States,,,83704,,OFF-BI-10004970,Office Supplies,Binders,,3.304,1,0.2,1.1151
4467,CA-2017-168641,24-11-2017,12-01-2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,,,10035,,OFF-AR-10003759,Office Supplies,Art,,16.38,9,0,7.371
4468,CA-2017-168641,24-11-2017,12-01-2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,,,10035,,OFF-EN-10003001,Office Supplies,Envelopes,,167.96,2,0,78.9412
4469,CA-2017-168641,24-11-2017,12-01-2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,,,10035,,FUR-BO-10000780,Furniture,Bookcases,,321.568,2,0.2,-16.0784
4470,CA-2017-168641,24-11-2017,12-01-2017,Standard Class,KA-16525,Kelly Andreada,Consumer,United States,,,10035,,OFF-PA-10001972,Office Supplies,Paper,,12.96,2,0,6.2208
4471,CA-2017-156895,08-05-2017,05-12-2017,Standard Class,DJ-13510,Don Jones,Corporate,United States,,,19140,,FUR-CH-10003535,Furniture,Chairs,,128.058,3,0.3,-23.7822
4472,CA-2017-121300,29-09-2017,29-09-2017,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,,,44060,,FUR-CH-10003774,Furniture,Chairs,,63.686,1,0.3,-15.4666
4473,CA-2017-121300,29-09-2017,29-09-2017,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,,,44060,,TEC-AC-10004571,Technology,Accessories,,239.976,3,0.2,65.9934
4474,CA-2017-121300,29-09-2017,29-09-2017,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,,,44060,,FUR-TA-10004442,Furniture,Tables,,344.22,2,0.4,-189.321
4475,CA-2017-121300,29-09-2017,29-09-2017,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,,,44060,,OFF-PA-10002787,Office Supplies,Paper,,15.552,3,0.2,5.4432
4476,CA-2017-121300,29-09-2017,29-09-2017,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,,,44060,,FUR-FU-10004586,Furniture,Furnishings,,21.248,4,0.2,7.4368
4477,CA-2017-121300,29-09-2017,29-09-2017,Same Day,MG-17680,Maureen Gastineau,Home Office,United States,,,44060,,OFF-PA-10002606,Office Supplies,Paper,,8.448,2,0.2,2.64
4478,CA-2017-130211,22-10-2017,22-10-2017,Same Day,BD-11620,Brian DeCherney,Consumer,United States,,,73505,,OFF-ST-10000129,Office Supplies,Storage,,333.09,3,0,23.3163
4479,CA-2017-130211,22-10-2017,22-10-2017,Same Day,BD-11620,Brian DeCherney,Consumer,United States,,,73505,,FUR-TA-10003748,Furniture,Tables,,248.98,2,0,54.7756
4480,CA-2014-147235,24-03-2014,28-03-2014,Standard Class,CD-11920,Carlos Daly,Consumer,United States,,,10024,,OFF-PA-10004948,Office Supplies,Paper,,24.9,5,0,11.703
4481,CA-2016-109365,03-11-2016,11-08-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,,,90049,,OFF-FA-10001561,Office Supplies,Fasteners,,15.26,7,0,5.0358
4482,CA-2016-109365,03-11-2016,11-08-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,,,90049,,OFF-AP-10002998,Office Supplies,Appliances,,43.32,2,0,14.2956
4483,CA-2016-109365,03-11-2016,11-08-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,,,90049,,OFF-BI-10003981,Office Supplies,Binders,,43.584,12,0.2,15.7992
4484,CA-2016-109365,03-11-2016,11-08-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,,,90049,,OFF-PA-10001725,Office Supplies,Paper,,116.28,3,0,56.9772
4485,CA-2016-109365,03-11-2016,11-08-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,,,90049,,OFF-BI-10002071,Office Supplies,Binders,,9.296,2,0.2,3.0212
4486,CA-2016-109365,03-11-2016,11-08-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,,,90049,,OFF-PA-10000477,Office Supplies,Paper,,19.44,3,0,9.3312
4487,CA-2016-109365,03-11-2016,11-08-2016,Standard Class,XP-21865,Xylona Preis,Consumer,United States,,,90049,,OFF-PA-10004359,Office Supplies,Paper,,314.55,3,0,150.984
4488,CA-2015-162621,05-09-2015,09-11-2015,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,,,77036,,OFF-BI-10000962,Office Supplies,Binders,,16.27,5,0.8,-25.2185
4489,CA-2015-162621,05-09-2015,09-11-2015,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,,,77036,,OFF-SU-10003567,Office Supplies,Supplies,,69.12,9,0.2,-14.688
4490,CA-2015-162621,05-09-2015,09-11-2015,Standard Class,CA-12055,Cathy Armstrong,Home Office,United States,,,77036,,OFF-BI-10003708,Office Supplies,Binders,,4.47,3,0.8,-7.8225
4491,CA-2017-105921,14-08-2017,21-08-2017,Standard Class,JM-15250,Janet Martin,Consumer,United States,,,90032,,FUR-TA-10001095,Furniture,Tables,,418.296,3,0.2,5.2287
4492,CA-2014-150798,01-12-2014,12-03-2014,Second Class,JK-15730,Joe Kamberova,Consumer,United States,,,43229,,TEC-CO-10001571,Technology,Copiers,,659.988,2,0.4,109.998
4493,CA-2014-150798,01-12-2014,12-03-2014,Second Class,JK-15730,Joe Kamberova,Consumer,United States,,,43229,,FUR-FU-10000221,Furniture,Furnishings,,8.128,2,0.2,1.4224
4494,CA-2014-150798,01-12-2014,12-03-2014,Second Class,JK-15730,Joe Kamberova,Consumer,United States,,,43229,,OFF-PA-10001972,Office Supplies,Paper,,36.288,7,0.2,12.7008
4495,CA-2014-150798,01-12-2014,12-03-2014,Second Class,JK-15730,Joe Kamberova,Consumer,United States,,,43229,,FUR-CH-10000015,Furniture,Chairs,,909.72,6,0.3,-51.984
4496,CA-2017-112753,18-06-2017,23-06-2017,Standard Class,CC-12670,Craig Carreira,Consumer,United States,,,90032,,FUR-BO-10004015,Furniture,Bookcases,,917.9235,9,0.15,75.5937
4497,CA-2017-112753,18-06-2017,23-06-2017,Standard Class,CC-12670,Craig Carreira,Consumer,United States,,,90032,,OFF-PA-10002036,Office Supplies,Paper,,38.88,6,0,19.0512
4498,CA-2017-155075,02-12-2017,12-09-2017,Standard Class,GW-14605,Giulietta Weimer,Consumer,United States,,,19140,,OFF-BI-10003650,Office Supplies,Binders,,631.176,4,0.7,-462.8624
4499,CA-2014-103401,21-11-2014,26-11-2014,Standard Class,GR-14560,Georgia Rosenberg,Corporate,United States,,,94110,,OFF-PA-10003309,Office Supplies,Paper,,12.96,2,0,6.2208
4500,CA-2016-124814,10-04-2016,16-04-2016,Standard Class,FM-14215,Filia McAdams,Corporate,United States,,,93309,,OFF-PA-10002787,Office Supplies,Paper,,12.96,2,0,6.2208
4501,CA-2016-124814,10-04-2016,16-04-2016,Standard Class,FM-14215,Filia McAdams,Corporate,United States,,,93309,,OFF-BI-10000174,Office Supplies,Binders,,23.2,5,0.2,8.12
4502,CA-2014-116757,30-06-2014,07-04-2014,Standard Class,MS-17980,Michael Stewart,Corporate,United States,,,77095,,OFF-PA-10002005,Office Supplies,Paper,,25.92,5,0.2,9.072
4503,CA-2014-116757,30-06-2014,07-04-2014,Standard Class,MS-17980,Michael Stewart,Corporate,United States,,,77095,,OFF-FA-10002815,Office Supplies,Fasteners,,21.312,6,0.2,7.1928
4504,US-2014-138247,24-12-2014,29-12-2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,,,90045,,TEC-PH-10000213,Technology,Phones,,173.656,7,0.2,17.3656
4505,US-2014-138247,24-12-2014,29-12-2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,,,90045,,OFF-AP-10000828,Office Supplies,Appliances,,361.96,2,0,101.3488
4506,US-2014-138247,24-12-2014,29-12-2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,,,90045,,TEC-AC-10004708,Technology,Accessories,,62.85,3,0,13.1985
4507,US-2014-138247,24-12-2014,29-12-2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,,,90045,,TEC-PH-10001530,Technology,Phones,,818.376,3,0.2,51.1485
4508,US-2014-138247,24-12-2014,29-12-2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,,,90045,,OFF-ST-10002301,Office Supplies,Storage,,20.34,1,0,0.2034
4509,US-2014-138247,24-12-2014,29-12-2014,Standard Class,BF-11170,Ben Ferrer,Home Office,United States,,,90045,,FUR-FU-10002554,Furniture,Furnishings,,23.99,1,0,5.5177
4510,CA-2017-167003,23-05-2017,29-05-2017,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,,,90036,,FUR-TA-10001520,Furniture,Tables,,171.288,3,0.2,-6.4233
4511,CA-2016-119935,10-11-2016,14-11-2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,,,65807,,FUR-FU-10001085,Furniture,Furnishings,,37.3,2,0,17.158
4512,CA-2016-119935,10-11-2016,14-11-2016,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,,,65807,,OFF-BI-10001597,Office Supplies,Binders,,81.96,2,0,39.3408
4513,CA-2016-118969,02-10-2016,10-03-2016,First Class,LP-17095,Liz Preis,Consumer,United States,,,85023,,OFF-BI-10002429,Office Supplies,Binders,,54.792,6,0.7,-40.1808
4514,CA-2016-145240,06-09-2016,09-08-2016,First Class,BG-11740,Bruce Geld,Consumer,United States,,,77070,,OFF-ST-10001590,Office Supplies,Storage,,10.784,1,0.2,0.8088
4515,CA-2016-120873,27-10-2016,11-01-2016,Second Class,BW-11200,Ben Wallace,Consumer,United States,,,23666,,FUR-CH-10000847,Furniture,Chairs,,290.98,1,0,75.6548
4516,US-2017-111920,22-10-2017,26-10-2017,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,,,74133,,OFF-AR-10003179,Office Supplies,Art,,36.44,4,0,12.0252
4517,US-2016-128678,15-09-2016,20-09-2016,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,,,98105,,OFF-PA-10000807,Office Supplies,Paper,,21.4,5,0,10.058
4518,US-2016-128678,15-09-2016,20-09-2016,Standard Class,RB-19570,Rob Beeghly,Consumer,United States,,,98105,,OFF-BI-10002103,Office Supplies,Binders,,48.664,7,0.2,15.8158
4519,CA-2016-101385,25-09-2016,10-01-2016,Standard Class,JW-16075,Julia West,Consumer,United States,,,94109,,OFF-AR-10004441,Office Supplies,Art,,16.56,4,0,6.9552
4520,CA-2017-107167,10-06-2017,14-06-2017,Standard Class,ND-18460,Neil Ducich,Corporate,United States,,,32216,,OFF-ST-10003805,Office Supplies,Storage,,1347.52,8,0.2,84.22
4521,CA-2014-109491,20-02-2014,26-02-2014,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,,,47374,,TEC-AC-10001284,Technology,Accessories,,62.31,3,0,22.4316
4522,CA-2014-109491,20-02-2014,26-02-2014,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,,,47374,,FUR-FU-10000221,Furniture,Furnishings,,20.32,4,0,6.9088
4523,CA-2017-105445,20-02-2017,25-02-2017,Second Class,BP-11095,Bart Pistole,Corporate,United States,,,80027,,OFF-FA-10001229,Office Supplies,Fasteners,,9.432,3,0.2,3.0654
4524,CA-2014-107454,02-11-2014,11-06-2014,Standard Class,RD-19720,Roger Demir,Consumer,United States,,,10024,,OFF-LA-10001569,Office Supplies,Labels,,34.86,7,0,16.0356
4525,CA-2014-107454,02-11-2014,11-06-2014,Standard Class,RD-19720,Roger Demir,Consumer,United States,,,10024,,FUR-FU-10004018,Furniture,Furnishings,,89.34,6,0,24.1218
4526,US-2017-105046,17-07-2017,23-07-2017,Standard Class,BE-11335,Bill Eplett,Home Office,United States,,,13440,,TEC-PH-10004536,Technology,Phones,,269.98,2,0,67.495
4527,US-2017-105046,17-07-2017,23-07-2017,Standard Class,BE-11335,Bill Eplett,Home Office,United States,,,13440,,OFF-PA-10004353,Office Supplies,Paper,,99.9,5,0,47.952
4528,US-2017-105046,17-07-2017,23-07-2017,Standard Class,BE-11335,Bill Eplett,Home Office,United States,,,13440,,FUR-FU-10004848,Furniture,Furnishings,,39.08,4,0,14.4596
4529,CA-2017-152856,08-09-2017,09-10-2017,Second Class,RS-19765,Roland Schwarz,Corporate,United States,,,43302,,TEC-AC-10004864,Technology,Accessories,,116.832,4,0.2,33.5892
4530,CA-2016-134691,14-11-2016,18-11-2016,Standard Class,KC-16540,Kelly Collister,Consumer,United States,,,77041,,OFF-BI-10002393,Office Supplies,Binders,,2.296,2,0.8,-3.9032
4531,CA-2016-118759,14-11-2016,17-11-2016,First Class,MB-17305,Maria Bertelson,Consumer,United States,,,10009,,FUR-CH-10002335,Furniture,Chairs,,408.006,2,0.1,72.5344
4532,CA-2016-118759,14-11-2016,17-11-2016,First Class,MB-17305,Maria Bertelson,Consumer,United States,,,10009,,OFF-ST-10001590,Office Supplies,Storage,,40.44,3,0,10.5144
4533,CA-2014-140403,10-10-2014,10-10-2014,Same Day,TN-21040,Tanja Norvell,Home Office,United States,,,95336,,FUR-CH-10002774,Furniture,Chairs,,122.352,3,0.2,13.7646
4534,CA-2014-140403,10-10-2014,10-10-2014,Same Day,TN-21040,Tanja Norvell,Home Office,United States,,,95336,,OFF-EN-10001219,Office Supplies,Envelopes,,15.28,2,0,7.4872
4535,CA-2015-163104,19-03-2015,26-03-2015,Standard Class,MC-18130,Mike Caudle,Corporate,United States,,,90004,,OFF-PA-10001947,Office Supplies,Paper,,11.96,2,0,5.8604
4536,CA-2017-138464,08-07-2017,07-12-2017,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,,,98115,,FUR-FU-10003142,Furniture,Furnishings,,15.84,3,0,4.9104
4537,CA-2017-138464,08-07-2017,07-12-2017,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,,,98115,,OFF-BI-10001543,Office Supplies,Binders,,86.376,3,0.2,30.2316
4538,CA-2017-138464,08-07-2017,07-12-2017,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,,,98115,,OFF-AR-10003560,Office Supplies,Art,,18.24,3,0,6.2016
4539,CA-2017-138464,08-07-2017,07-12-2017,Standard Class,VF-21715,Vicky Freymann,Home Office,United States,,,98115,,OFF-AR-10004757,Office Supplies,Art,,13.12,4,0,4.3296
4540,CA-2015-104129,27-02-2015,03-02-2015,Standard Class,ES-14080,Erin Smith,Corporate,United States,,,2908,,TEC-PH-10003800,Technology,Phones,,105.98,2,0,1.0598
4541,CA-2015-104129,27-02-2015,03-02-2015,Standard Class,ES-14080,Erin Smith,Corporate,United States,,,2908,,FUR-TA-10004152,Furniture,Tables,,493.92,7,0.3,-28.224
4542,US-2017-132206,16-06-2017,21-06-2017,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,,,60653,,OFF-BI-10000756,Office Supplies,Binders,,5.936,7,0.8,-8.904
4543,CA-2017-113474,30-03-2017,31-03-2017,First Class,TM-21490,Tony Molinari,Consumer,United States,,,73120,,OFF-EN-10004206,Office Supplies,Envelopes,,325.86,2,0,149.8956
4544,CA-2015-126557,12-07-2015,17-07-2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,,,60610,,FUR-CH-10004477,Furniture,Chairs,,383.607,9,0.3,-5.4801
4545,CA-2015-126557,12-07-2015,17-07-2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,,,60610,,TEC-PH-10003505,Technology,Phones,,148.48,2,0.2,16.704
4546,CA-2015-126557,12-07-2015,17-07-2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,,,60610,,TEC-PH-10000526,Technology,Phones,,537.544,7,0.2,53.7544
4547,CA-2015-126557,12-07-2015,17-07-2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,,,60610,,OFF-BI-10003314,Office Supplies,Binders,,1.928,2,0.8,-2.9884
4548,CA-2015-126557,12-07-2015,17-07-2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,,,60610,,OFF-AR-10003190,Office Supplies,Art,,6.912,3,0.2,0.6912
4549,CA-2015-126557,12-07-2015,17-07-2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,,,60610,,FUR-FU-10001861,Furniture,Furnishings,,7.76,1,0.6,-2.134
4550,CA-2015-126557,12-07-2015,17-07-2015,Second Class,RL-19615,Rob Lucas,Consumer,United States,,,60610,,TEC-PH-10003963,Technology,Phones,,659.168,4,0.2,49.4376
4551,US-2017-107636,30-04-2017,05-02-2017,First Class,NM-18520,Neoma Murray,Consumer,United States,,,6040,,OFF-LA-10003388,Office Supplies,Labels,,5.76,2,0,2.8224
4552,US-2014-165862,13-07-2014,17-07-2014,Standard Class,GK-14620,Grace Kelly,Corporate,United States,,,90049,,FUR-TA-10002855,Furniture,Tables,,351.216,3,0.2,4.3902
4553,US-2014-106334,27-12-2014,01-02-2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,,,94122,,FUR-CH-10004886,Furniture,Chairs,,230.28,3,0.2,23.028
4554,US-2014-106334,27-12-2014,01-02-2015,Standard Class,JF-15490,Jeremy Farry,Consumer,United States,,,94122,,OFF-PA-10003657,Office Supplies,Paper,,12.84,3,0,5.778
4555,CA-2016-101448,27-02-2016,03-01-2016,Second Class,EB-13930,Eric Barreto,Consumer,United States,,,54601,,OFF-BI-10004738,Office Supplies,Binders,,56.82,3,0,28.41
4556,CA-2015-130218,23-03-2015,26-03-2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,,,29501,,OFF-FA-10003112,Office Supplies,Fasteners,,31.56,4,0,14.202
4557,CA-2015-130218,23-03-2015,26-03-2015,First Class,SG-20470,Sheri Gordon,Consumer,United States,,,29501,,OFF-ST-10002486,Office Supplies,Storage,,27.92,4,0,0.5584
4558,US-2017-117331,21-10-2017,28-10-2017,Standard Class,ND-18370,Natalie DeCherney,Consumer,United States,,,85301,,OFF-BI-10003984,Office Supplies,Binders,,8.559,1,0.7,-6.5619
4559,CA-2014-127383,31-12-2014,01-05-2015,Standard Class,CM-11815,Candace McMahon,Corporate,United States,,,79907,,OFF-EN-10004773,Office Supplies,Envelopes,,49.568,2,0.2,17.9684
4560,CA-2014-110219,05-05-2014,05-08-2014,First Class,EB-13870,Emily Burns,Consumer,United States,,,78207,,FUR-CH-10001146,Furniture,Chairs,,127.869,3,0.3,-9.1335
4561,CA-2015-118871,04-12-2015,12-09-2015,Second Class,HM-14860,Harry Marie,Corporate,United States,,,90049,,OFF-EN-10003296,Office Supplies,Envelopes,,271.44,3,0,122.148
4562,CA-2015-118871,04-12-2015,12-09-2015,Second Class,HM-14860,Harry Marie,Corporate,United States,,,90049,,TEC-PH-10000193,Technology,Phones,,110.352,3,0.2,8.2764
4563,CA-2015-118871,04-12-2015,12-09-2015,Second Class,HM-14860,Harry Marie,Corporate,United States,,,90049,,FUR-FU-10002111,Furniture,Furnishings,,36.4,5,0,13.832
4564,CA-2017-129490,26-09-2017,30-09-2017,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,,,33023,,FUR-CH-10003298,Furniture,Chairs,,419.136,4,0.2,-57.6312
4565,CA-2014-101175,09-12-2014,14-12-2014,Standard Class,DM-12955,Dario Medina,Corporate,United States,,,85204,,OFF-ST-10004950,Office Supplies,Storage,,100.704,6,0.2,-1.2588
4566,US-2017-149510,03-12-2017,12-10-2017,Standard Class,MC-17575,Matt Collins,Consumer,United States,,,28314,,OFF-AP-10002350,Office Supplies,Appliances,,45.216,3,0.2,4.5216
4567,US-2017-149510,03-12-2017,12-10-2017,Standard Class,MC-17575,Matt Collins,Consumer,United States,,,28314,,OFF-BI-10004233,Office Supplies,Binders,,28.782,6,0.7,-21.1068
4568,US-2017-149510,03-12-2017,12-10-2017,Standard Class,MC-17575,Matt Collins,Consumer,United States,,,28314,,OFF-PA-10001892,Office Supplies,Paper,,24.448,4,0.2,8.8624
4569,CA-2015-111990,08-11-2015,13-11-2015,Standard Class,DB-13660,Duane Benoit,Consumer,United States,,,77095,,OFF-BI-10003291,Office Supplies,Binders,,10.476,6,0.8,-17.2854
4570,CA-2014-169460,19-04-2014,21-04-2014,Second Class,NF-18595,Nicole Fjeld,Home Office,United States,,,95123,,FUR-FU-10004017,Furniture,Furnishings,,76.14,3,0,26.649
4571,US-2015-152128,25-05-2015,27-05-2015,Second Class,NM-18445,Nathan Mautz,Home Office,United States,,,67212,,OFF-AR-10002445,Office Supplies,Art,,21.24,3,0,8.0712
4572,US-2015-152128,25-05-2015,27-05-2015,Second Class,NM-18445,Nathan Mautz,Home Office,United States,,,67212,,OFF-BI-10001718,Office Supplies,Binders,,127.96,2,0,60.1412
4573,CA-2017-126662,17-07-2017,21-07-2017,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,,,90036,,TEC-CO-10004202,Technology,Copiers,,479.984,2,0.2,89.997
4574,CA-2016-139395,12-12-2016,18-12-2016,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,,,49201,,TEC-PH-10002103,Technology,Phones,,657.93,7,0,184.2204
4575,CA-2016-139395,12-12-2016,18-12-2016,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,,,49201,,FUR-FU-10003724,Furniture,Furnishings,,33.48,4,0,8.7048
4576,CA-2016-139395,12-12-2016,18-12-2016,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,,,49201,,OFF-AR-10003732,Office Supplies,Art,,13.9,5,0,3.614
4577,CA-2016-139395,12-12-2016,18-12-2016,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,,,49201,,OFF-ST-10000885,Office Supplies,Storage,,26.86,2,0,6.715
4578,US-2014-121734,11-04-2014,16-04-2014,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,,,83501,,OFF-BI-10004817,Office Supplies,Binders,,9.584,1,0.2,3.3544
4579,CA-2015-110947,09-06-2015,15-06-2015,Standard Class,AG-10765,Anthony Garverick,Home Office,United States,,,23666,,OFF-BI-10001670,Office Supplies,Binders,,113.1,3,0,56.55
4580,US-2014-150126,27-07-2014,08-02-2014,Standard Class,AS-10045,Aaron Smayling,Corporate,United States,,,10035,,OFF-PA-10002709,Office Supplies,Paper,,65.78,11,0,32.2322
4581,CA-2015-164427,31-07-2015,08-06-2015,Standard Class,AR-10405,Allen Rosenblatt,Corporate,United States,,,39401,,TEC-AC-10004469,Technology,Accessories,,239.7,6,0,105.468
4582,CA-2016-120250,19-09-2016,22-09-2016,First Class,AP-10720,Anne Pryor,Home Office,United States,,,19140,,FUR-FU-10003424,Furniture,Furnishings,,25.632,3,0.2,3.8448
4583,CA-2016-121993,10-06-2016,06-12-2016,First Class,JB-16000,Joy Bell-,Consumer,United States,,,19140,,OFF-LA-10003720,Office Supplies,Labels,,23.616,8,0.2,7.9704
4584,US-2016-100405,26-08-2016,28-08-2016,Second Class,TS-21430,Tom Stivers,Corporate,United States,,,90045,,OFF-AR-10000390,Office Supplies,Art,,8.26,2,0,3.7996
4585,US-2017-163790,02-11-2017,11-04-2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,,,94526,,OFF-EN-10001335,Office Supplies,Envelopes,,76.58,7,0,38.29
4586,US-2017-163790,02-11-2017,11-04-2017,Second Class,NL-18310,Nancy Lomonaco,Home Office,United States,,,94526,,OFF-AR-10003469,Office Supplies,Art,,8.8,5,0,4.224
